model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
last_value,esr_ratio,2,stress2:column:01,6,6,6,0,OK,0.086008333333333353,0.091757499693485567,0.052256633334000005,1.6458835528804208,0.086008333333333353,1,0,OK
last_value,esr_ratio,2,stress2:column:02,6,6,6,0,OK,0.075733333333333361,0.079382464058506061,0.052756633334000005,1.4355224840423164,0.075733333333333361,1,0,OK
last_value,esr_ratio,2,stress2:column:03,6,6,6,0,OK,0.080150000000000013,0.083557446905307808,0.052486833334000005,1.5270496410016856,0.080150000000000013,1,0,OK
last_value,esr_ratio,2,stress2:column:04,6,6,6,0,OK,0.085324999999999984,0.089396791422660507,0.052305033334000009,1.631296159494767,0.085324999999999984,1,0,OK
last_value,esr_ratio,2,stress2:column:05,6,6,6,0,OK,0.081955,0.086310989063671281,0.05245940000000001,1.5622557635047292,0.081955,1,0,OK
last_value,esr_ratio,2,stress2:column:06,6,6,6,0,OK,0.080043333333333286,0.086802268595546059,0.052558633334000002,1.5229340691694417,0.080043333333333286,1,0,OK
last_value,esr_ratio,3,stress2:column:01,5,5,5,0,OK,0.13528999999999999,0.137284094126013,0.052256633334000005,2.5889536192523055,0.13528999999999999,1,0,OK
last_value,esr_ratio,3,stress2:column:02,5,5,5,0,OK,0.12172000000000001,0.12318840107737417,0.052756633334000005,2.3071980205673066,0.12172000000000001,1,0,OK
last_value,esr_ratio,3,stress2:column:03,5,5,5,0,OK,0.12832000000000005,0.13028323376398057,0.052486833334000005,2.444803617384109,0.12832000000000005,1,0,OK
last_value,esr_ratio,3,stress2:column:04,5,5,5,0,OK,0.13685999999999998,0.13827183328501866,0.052305033334000009,2.6165741856250082,0.13685999999999998,1,0,OK
last_value,esr_ratio,3,stress2:column:05,5,5,5,0,OK,0.13039600000000001,0.13186791750425811,0.05245940000000001,2.4856555736436174,0.13039600000000001,1,0,OK
last_value,esr_ratio,3,stress2:column:06,5,5,5,0,OK,0.12606199999999995,0.12841842212081561,0.052558633334000002,2.3985022441299071,0.12606199999999995,1,0,OK
local_linear,capacity_ratio,1,stress2:column:01,7,7,7,0,OK,0.0086457142857142566,0.011542308508885277,0.021647333333999999,0.39938934520562952,0.022649999999999965,0.38170923998738499,0.61829076001261507,OK
local_linear,capacity_ratio,1,stress2:column:02,7,7,7,0,OK,0.011675714285714376,0.01347029483185672,0.020801333333999996,0.56129643702359688,0.027628571428571398,0.4225956566701175,0.57740434332988255,OK
local_linear,capacity_ratio,1,stress2:column:03,7,7,7,0,OK,0.011551428571428577,0.012965930080682314,0.020928333333999995,0.55195167178755811,0.026917142857142844,0.42914764886954715,0.57085235113045285,OK
local_linear,capacity_ratio,1,stress2:column:04,7,7,7,0,OK,0.011778571428571463,0.013987389728915549,0.020602333333999998,0.57171055518907199,0.028849999999999962,0.40826937360733029,0.59173062639266971,OK
local_linear,capacity_ratio,1,stress2:column:05,7,7,7,0,OK,0.0093644444566667005,0.011412940236598234,0.020978,0.44639357692185627,0.026713809528571386,0.35054695013270526,0.6494530498672948,OK
local_linear,capacity_ratio,1,stress2:column:06,7,7,7,0,OK,0.010454285714285669,0.012999272018688982,0.020729333334,0.5043232961640246,0.028642857142857098,0.36498753117206884,0.63501246882793116,OK
local_linear,capacity_ratio,2,stress2:column:01,6,6,6,0,OK,0.012201666666666647,0.014520914227416937,0.021647333333999999,0.56365680143624508,0.047924999999999975,0.25459920013910597,0.74540079986089403,OK
local_linear,capacity_ratio,2,stress2:column:02,6,6,6,0,OK,0.017243333333333371,0.019641058186021142,0.020801333333999996,0.82895327219957404,0.05853666666666666,0.29457320198166459,0.70542679801833541,OK
local_linear,capacity_ratio,2,stress2:column:03,6,6,6,0,OK,0.016913333333333187,0.02162572927479357,0.020928333333999995,0.80815481402219103,0.057199999999999994,0.29568764568764316,0.70431235431235684,OK
local_linear,capacity_ratio,2,stress2:column:04,6,6,6,0,OK,0.017614999999999974,0.022104012833269262,0.020602333333999998,0.85500024266328944,0.060574999999999969,0.29079653322327664,0.7092034667767233,OK
local_linear,capacity_ratio,2,stress2:column:05,6,6,6,0,OK,0.016077777774999968,0.019733005306216893,0.020978,0.76641137262846637,0.05566888889499997,0.28881082583353002,0.71118917416646998,OK
local_linear,capacity_ratio,2,stress2:column:06,6,6,6,0,OK,0.025316666666666505,0.026307255019607359,0.020729333334,1.2212967131529704,0.056716666666666637,0.44637084925065856,0.55362915074934138,OK
local_linear,capacity_ratio,3,stress2:column:01,5,5,5,0,OK,0.021067999999999976,0.025442044729148624,0.021647333333999999,0.97323765818812868,0.071510000000000004,0.29461613760313204,0.70538386239686801,OK
local_linear,capacity_ratio,3,stress2:column:02,5,5,5,0,OK,0.02648600000000001,0.030748946323410915,0.020801333333999996,1.2732837638204839,0.087703999999999976,0.30199306759098804,0.6980069324090119,OK
