scope,provisional_trajectory,field,parser_class,dtype,shape,element_count,finite_count,nan_count,inf_count,minimum,maximum,unit,unit_evidence,sampling_granularity,provenance_class,content_sha256,status,reason
summary,ch4,DischargeTime,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,duration_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch4,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch5,Time,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,datetime_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch5,Cycle,ndarray,uint8,[1019331],1019331,1019331,0,0,1,100,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,85bfd4fd363c91dd5dd0d6538deb9d89bb015fcc208584e743f83e1e74e67235,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
complete,ch5,Current,ndarray,float64,[1019331],1019331,1019331,0,0,-4.000414,10.00167,A,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,4cbe52f3c3e8b22893c963f6d464813e6eda0d21123ba4183d593ff8bcf4ad35,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch5,Voltage,ndarray,float64,[1019331],1019331,1019331,0,0,2.99997,4.200031,V,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,18883381c1bb6e47bb9ffdebd3c2495e11976d6fc63b8bb3850237b9895457bf,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch5,Cap_ch,ndarray,float64,[1019331],1019331,1019331,0,0,0.0,3.377487,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,41b3258bc1c6b97ae176ea656974454bf1c49b6e700d238ec90ab551287f2fb5,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch5,Cap_dis,ndarray,float64,[1019331],1019331,1019331,0,0,0.0,3.372139,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,dce5127fbfa519381efbf303c663bd2d40852347256662be95a7411fc124930a,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch5,IR,ndarray,float64,[1019331],1019331,1106,1018225,0,0.0,0.0270755607634783,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,dd11f14c54f7dd459736eb632e90ff67c64f1662cc3883f66fa69294f5f59fdf,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch5,Temp,ndarray,float64,[1019331],1019331,1019331,0,0,19.74319,35.69701,degC,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,34a0a98f6a35ad61b0afd7bb9ef52f811604be06e94bf087324944a9b77a8e3f,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch5,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch5,Cycle,ndarray,uint8,[100],100,100,0,0,1,100,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,4228ea4d944c0bdda6df8777e2bccbbb17ed0849f3e22ca87f967c14976e09d1,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
summary,ch5,Cap_ch,ndarray,float64,[100],100,100,0,0,2.297746,3.377487,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,ab6dc218783d698f03a0302eed28b75dec37eb639361d2df3c7a8ba419586240,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch5,Cap_dis,ndarray,float64,[100],100,100,0,0,2.296176,3.372139,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,cd657fe1b85c2bd15eb0c16c43b2c5cfd4b5884614393715094260eda44a56aa,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch5,IR,ndarray,float64,[100],100,100,0,0,0.0167949106544256,0.0270755607634783,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,da78db29fea3453847f24a8ec064d0274c9e6e617f8c7c292c915d0377bc7175,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch5,MaxTemp,ndarray,float64,[100],100,100,0,0,29.2782,35.69701,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,41c4638db395c2bb536f69b301089f4c6c365665ad7eb29f228dd748f445319f,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch5,MinTemp,ndarray,float64,[100],100,100,0,0,19.74319,21.7898,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,cb599cb34d9840f3a8aa5026f8a6b39e3d805a0d4a09d9b0806852a408481059,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch5,AvgTemp,ndarray,float64,[100],100,100,0,0,23.66416235902486,27.10472582656472,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,59f3ba840b5b43a4d84306b1865397b1c90bc3c52aad4aad1173b59ccd39ad39,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch5,ChargeTime,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,duration_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch5,DischargeTime,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,duration_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch5,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch6,Time,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,datetime_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch6,Cycle,ndarray,uint8,[1528817],1528817,1528817,0,0,1,148,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,07ba0984b752f6a771aa9abd5025fe6f5dcdd20354e4f26a9f148b5733eacd32,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
complete,ch6,Current,ndarray,float64,[1528817],1528817,1528817,0,0,-4.000305,10.0022,A,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,76621f8f8b8b486124952bfb4918a1f1bc722a5879e5f80bb4546f439ca3e2da,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch6,Voltage,ndarray,float64,[1528817],1528817,1528817,0,0,2.999961,4.220043,V,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,033767d93af582d91acc3755db98b18a1111d9898a783f36596e23873377d89f,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch6,Cap_ch,ndarray,float64,[1528817],1528817,1528817,0,0,0.0,3.537776,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,2d487ba6a4fb3150b3bd48bb30d5ca3288e0b786d78eeb6573d4ab7bbe221f5e,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch6,Cap_dis,ndarray,float64,[1528817],1528817,1528817,0,0,0.0,3.53557,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,ef0be7083ef0f87a181e47073265a34083fe0e7dffb1bb0d3ebd5269d30e1937,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch6,IR,ndarray,float64,[1528817],1528817,1624,1527193,0,0.0,0.028196819126606,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,dd98801e4c49861bc20eb820c55374aeef38f899674b5534ef83980a2298108b,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch6,Temp,ndarray,float64,[1528817],1528817,1528817,0,0,19.72632,32.18921,degC,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,81ce1c89e2cc6a7c5ecd14a479f780d921b00323eb095611ea4ea3cfa2b154b4,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch6,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch6,Cycle,ndarray,uint8,[144],144,144,0,0,2,148,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,af6a34fa58d6f7c8a733aa06df2676d290c509a671ecf09d478743e7e45fd50b,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
summary,ch6,Cap_ch,ndarray,float64,[144],144,144,0,0,2.351716,3.537776,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,d58693db7fcbb7a4b14b97b01173f9942356adf71f8d4a61f249a5498747b748,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch6,Cap_dis,ndarray,float64,[144],144,144,0,0,2.346408,3.53557,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,600216127e390845667c4f522bae9c382dc6b1d9a95ef3ef5967d60673c736d1,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch6,IR,ndarray,float64,[144],144,144,0,0,0.0170924905687571,0.028196819126606,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,de7385ecde159b40285ba65fddce6b261be1abaaef2415fb97083a79e7b02b41,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch6,MaxTemp,ndarray,float64,[144],144,144,0,0,28.50148,32.18921,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,59a99ea3556285e9e0a642bb2532dc73098287d3b2fa04766acd1e5384560168,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch6,MinTemp,ndarray,float64,[144],144,144,0,0,19.87399,21.33668,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,1579f0e866319b4cf1b053daa7289a96c5e062e14aff143e774e965448c34e20,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch6,AvgTemp,ndarray,float64,[144],144,144,0,0,22.991879233842578,24.9993222515931,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,d06b193534e5e87da5b745b6d4da2519c2eb3abd0ac8d4ec3d3832c392897be2,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch6,ChargeTime,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,duration_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch6,DischargeTime,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,duration_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch6,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch7,Time,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,datetime_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch7,Cycle,ndarray,uint8,[868378],868378,868378,0,0,1,100,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,b83bc9e262fcb86d32404fe916fe7542a7852b59cf23a463565300d83d33ba06,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
complete,ch7,Current,ndarray,float64,[868378],868378,868378,0,0,-4.000914,10.00486,A,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,298a14a02552c1ab83675b6934862ada8d025ecb0c46a5e2e20e19634d790491,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch7,Voltage,ndarray,float64,[868378],868378,868378,0,0,2.999853,4.200173,V,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,0290f47bbd149ef1add63748f8f561cfc7173753fd88ed121b347ff1a15fc470,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch7,Cap_ch,ndarray,float64,[868378],868378,868378,0,0,0.0,3.534649,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,1966cf99e8ccb117389a085c9ddf1c7f3d2f9cbf5a1d0455711afb8f022bdc72,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch7,Cap_dis,ndarray,float64,[868378],868378,868378,0,0,0.0,3.525527,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,41bba141087789c147b50f01dc049fc79cf756a7fc26a54d05fc102366f5da93,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch7,IR,ndarray,float64,[868378],868378,1006,867372,0,0.0,0.0289570596069098,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,c4ae42f8fe67a4bfb90ecc465eda1dd09d08eb8b131a21706a5b2745651f9b0f,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch7,Temp,ndarray,float64,[868378],868378,868378,0,0,19.82771,33.53902,degC,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,444d5f1ce104fe894e5896776620d616275fa14009563c9cc2160c6f8446b25e,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch7,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch7,Cycle,ndarray,uint8,[100],100,100,0,0,1,100,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,4228ea4d944c0bdda6df8777e2bccbbb17ed0849f3e22ca87f967c14976e09d1,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
summary,ch7,Cap_ch,ndarray,float64,[100],100,100,0,0,0.8035408,3.534649,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,127dba3a02d2f27949f443a422d25f63a621256a5cf71de7873cb45625333c7b,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch7,Cap_dis,ndarray,float64,[100],100,100,0,0,0.8596039,3.525527,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,1e159cc80e5d4c3a0881100eaf8d9aae6e91618edcad397e27ca71e064d1efe8,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch7,IR,ndarray,float64,[100],100,100,0,0,0.0167066007852554,0.0289570596069098,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,8d361753b2193a481c1762f1a7dffb71e2dbb7e1c58e70ed5bf2c42ea919b11f,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch7,MaxTemp,ndarray,float64,[100],100,100,0,0,28.69202,33.53902,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,56ec2114dfef6aeb6eb6e42f316a7b0c5f8367293095241f1fe5b740f89873f3,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch7,MinTemp,ndarray,float64,[100],100,100,0,0,19.82771,21.1589,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,f7f634d7ee09ae80dd9cb49e24144ce31208ccd1683a310fa0b3dc0107b35240,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch7,AvgTemp,ndarray,float64,[100],100,100,0,0,23.509368215841288,28.9303222937063,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,549923d5880b75ef7610d2cf921789b49127233b5646f70d04aacfca2e7319c8,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch7,ChargeTime,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,duration_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch7,DischargeTime,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,duration_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch7,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,author_per_cycle_summary,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch8,Time,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,datetime_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
complete,ch8,Cycle,ndarray,uint8,[1302951],1302951,1302951,0,0,1,150,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,dd0be497cf129b4e52487a79b9afb8116d2c389c4d71dc9c8c9fcc44ee8c9056,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
complete,ch8,Current,ndarray,float64,[1302951],1302951,1302951,0,0,-4.001125,10.00503,A,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,65912fbbe6cd4d92c864959305e0dc9f6a953dd59ec169649b8b43cdf8a288a7,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch8,Voltage,ndarray,float64,[1302951],1302951,1302951,0,0,2.999882,4.220117,V,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,85ebf2a13b1b352d6306cc1097b453587b3b25568220d94b368e8665c4cdb872,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch8,Cap_ch,ndarray,float64,[1302951],1302951,1302951,0,0,0.0,3.530245,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,50039fbe38623eee323bd3eaf0d0d9aa745998ab55af1df5964db12d5ccf6f27,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch8,Cap_dis,ndarray,float64,[1302951],1302951,1302951,0,0,0.0,3.527944,Ah,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,39fccb9c874f86a0454b7430b9e3859ca2466e8410644f2632bb0a859577aca6,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch8,IR,ndarray,float64,[1302951],1302951,1657,1301294,0,0.0,0.0312249399721622,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,06280d40f4f75075239cfb7d01152c9cc273b00eb623be758d582dbdde3fca9e,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch8,Temp,ndarray,float64,[1302951],1302951,1302951,0,0,19.68853,30.94959,degC,pinned_information_pdf_subject_to_documentation_conflicts,measurement_log_row,native_raw_numeric,3bbcece5a3f4e53af8f206b49c6d541ef77a20667dcd84987a8c5ae24ee5a9de,OBSERVED_NUMERIC,raw numeric array statically audited
complete,ch8,Method,MatlabOpaque,"[('s0', 'O'), ('s1', 'O'), ('s2', 'O'), ('arr', 'O')]",[1],NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,NA_NOT_DECODED,string_unavailable_opaque,pinned_information_pdf_only,measurement_log_row,MATLAB_MCOS_or_object_not_decoded,NA_NOT_READ,BLOCKED_STATIC_OPAQUE,author workspace/class code forbidden; no MCOS object decoding
summary,ch8,Cycle,ndarray,uint8,[149],149,149,0,0,1,150,cycle_index,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,5fd53730d81599304aed3b7ec136e65ae8de444b063576fe2522b59b98fa4610,BLOCKED_UNEXPECTED_RAW_DTYPE,frozen raw audit observed Cycle as uint16
summary,ch8,Cap_ch,ndarray,float64,[149],149,149,0,0,0.8049508,3.530245,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,497fd497529d7e2804ba141261c2411531c887e8f3431ea6036878c53165a63e,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch8,Cap_dis,ndarray,float64,[149],149,149,0,0,0.8715049,3.527944,Ah,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,06b1eb6e1bdba574dd8f0fb0f6f34a6df65e12759a3dacb4d770d8f811df4edd,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch8,IR,ndarray,float64,[149],149,149,0,0,0.0169450100511312,0.0312249399721622,ohm_internal_resistance_not_ESR,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,ed9f846e7008776f7bc3220cb79a4dce180c0b52e989af5838f5fa5b38d31097,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch8,MaxTemp,ndarray,float64,[149],149,149,0,0,27.86074,30.94959,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,f3fb5f4185c3f75ad1bbb07444132baad3018c40197eb1e4e8118e927c9c5000,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch8,MinTemp,ndarray,float64,[149],149,149,0,0,19.68853,20.89639,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,ba044e0665ffe0ea1c644dd24910c5e018a23dad60a98db59a9d4898c7a072e2,OBSERVED_NUMERIC,raw numeric array statically audited
summary,ch8,AvgTemp,ndarray,float64,[149],149,149,0,0,22.85533762727263,27.936313200858592,degC,pinned_information_pdf_subject_to_documentation_conflicts,author_per_cycle_summary,author_summary_numeric,bc4fe629d440197c684d22c9bd7b1b80a9381001b1c3a52d91bd144ebb70951b,OBSERVED_NUMERIC,raw numeric array statically audited
