model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
global_drift,esr_ratio,3,stress2:column:01,4,4,4,0,OK,0.076234999999999942,0.077610219365750965,0.052256633334000005,1.4588578547098778,0.13042500000000001,0.58451217174621384,0.41548782825378616,OK
global_drift,esr_ratio,3,stress2:column:02,4,4,4,0,OK,0.075092821428571432,0.081222074592610286,0.052756633334000005,1.423381604985329,0.12120750000000002,0.6195393967252143,0.3804606032747857,OK
global_drift,esr_ratio,3,stress2:column:03,4,4,4,0,OK,0.078839821428571377,0.082520496848525721,0.052486833334000005,1.5020875983672726,0.12334250000000008,0.63919428768325048,0.36080571231674952,OK
global_drift,esr_ratio,3,stress2:column:04,4,4,4,0,OK,0.056375214285714348,0.061161566796811423,0.052305033334000009,1.0778162385582228,0.13925749999999998,0.40482713164974493,0.59517286835025507,OK
global_drift,esr_ratio,3,stress2:column:05,4,4,4,0,OK,0.071852797613392694,0.075048086611148881,0.05245940000000001,1.3696839386914963,0.12908625000000001,0.55662626819969352,0.44337373180030648,OK
global_drift,esr_ratio,3,stress2:column:06,4,4,4,0,OK,0.076521785714285639,0.081397242967775604,0.052558633334000002,1.4559318014988025,0.12704749999999992,0.60230847292772927,0.39769152707227073,OK
last_value,capacity_ratio,1,stress2:column:01,6,6,6,0,OK,0.024159999999999959,0.025192168095130897,0.021647333333999999,1.116072803390221,0.024159999999999959,1,0,OK
last_value,capacity_ratio,1,stress2:column:02,6,6,6,0,OK,0.029699999999999966,0.030934182280017233,0.020801333333999996,1.4277930901407654,0.029699999999999966,1,0,OK
last_value,capacity_ratio,1,stress2:column:03,6,6,6,0,OK,0.029114999999999985,0.030096116305375106,0.020928333333999995,1.3911762363178726,0.029114999999999985,1,0,OK
last_value,capacity_ratio,1,stress2:column:04,6,6,6,0,OK,0.031308333333333292,0.032951461019707931,0.020602333333999998,1.5196498777963756,0.031308333333333292,1,0,OK
last_value,capacity_ratio,1,stress2:column:05,6,6,6,0,OK,0.028780555561666626,0.029813177691346348,0.020978,1.37193991618203,0.028780555561666626,1,0,OK
last_value,capacity_ratio,1,stress2:column:06,6,6,6,0,OK,0.031316666666666625,0.03346727257087629,0.020729333334,1.5107416221293237,0.031316666666666625,1,0,OK
last_value,capacity_ratio,2,stress2:column:01,5,5,5,0,OK,0.050779999999999978,0.051240470723833101,0.021647333333999999,2.3457854700395488,0.050779999999999978,1,0,OK
last_value,capacity_ratio,2,stress2:column:02,5,5,5,0,OK,0.062463999999999985,0.063070397810700368,0.020801333333999996,3.0028844303889852,0.062463999999999985,1,0,OK
